voxel_id,subj_id,ncsnr,EVC,early,ventral,midventral,lateral,midlateral,parietal,midparietal,V1v,V1d,V2v,V2d,V3v,V3d,hV4
S1-25-9-34,1,0.32798057794570923,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-25-9-35,1,0.4655957818031311,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-25-9-36,1,0.6661809086799622,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-25-9-37,1,0.5130932927131653,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-25-9-38,1,0.4040219187736511,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
S1-25-9-39,1,0.380248486995697,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
S1-25-9-40,1,0.2317599058151245,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
S1-25-10-33,1,0.34351426362991333,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-25-10-34,1,0.34849610924720764,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-25-10-35,1,0.4978227913379669,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-25-10-36,1,0.6882410645484924,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-25-10-37,1,0.3563804626464844,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-25-10-38,1,0.2155189961194992,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
S1-25-11-31,1,0.2656313478946686,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-25-11-32,1,0.5172985196113586,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-25-11-33,1,0.5139058828353882,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-25-11-34,1,0.2309025526046753,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-25-11-35,1,0.20086398720741272,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-25-11-36,1,0.5961434245109558,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-25-11-37,1,0.455844908952713,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
S1-25-12-30,1,0.20905467867851257,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-25-12-31,1,0.29192671179771423,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-25-12-32,1,0.5311726927757263,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-25-12-33,1,0.6284659504890442,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-25-12-34,1,0.4859789311885834,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-25-12-36,1,0.3260054290294647,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-25-12-37,1,0.30752357840538025,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-25-13-30,1,0.21901309490203857,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-25-13-31,1,0.24503061175346375,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-25-13-33,1,0.4173911213874817,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-25-13-34,1,0.5022376179695129,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-25-13-35,1,0.27497732639312744,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-25-14-30,1,0.21357427537441254,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-25-14-31,1,0.24134303629398346,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-25-14-32,1,0.3173157870769501,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-25-14-33,1,0.12015365809202194,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-25-14-34,1,0.1488412320613861,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-25-15-30,1,0.25578832626342773,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-25-15-31,1,0.4634018838405609,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-26-6-40,1,0.2565101981163025,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-26-6-41,1,0.16957516968250275,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-26-7-38,1,0.5687229037284851,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-26-7-39,1,0.4778537154197693,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
S1-26-7-40,1,0.5232920050621033,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-26-7-41,1,0.25202032923698425,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
S1-26-7-42,1,0.2433362901210785,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-26-8-35,1,0.26884254813194275,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-26-8-36,1,0.5976501703262329,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-26-8-37,1,0.6365413069725037,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-26-8-38,1,0.6746475100517273,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
S1-26-8-39,1,0.5576784610748291,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
S1-26-8-40,1,0.2972869575023651,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
S1-26-8-41,1,0.18205386400222778,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
S1-26-8-42,1,0.16973987221717834,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
S1-26-9-33,1,0.30602583289146423,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-26-9-34,1,0.4216735064983368,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-26-9-35,1,0.488972544670105,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-26-9-36,1,0.5002675652503967,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-26-9-37,1,0.4424645006656647,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-26-9-38,1,0.4485829770565033,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-26-9-41,1,0.15603001415729523,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
S1-26-9-42,1,0.2735477089881897,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
S1-26-10-32,1,0.4106375277042389,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-26-10-33,1,0.4089711606502533,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-26-10-34,1,0.36533787846565247,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-26-10-35,1,0.32011112570762634,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-26-10-36,1,0.2486685961484909,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-26-10-37,1,0.17845065891742706,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-26-11-31,1,0.19069701433181763,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-26-11-32,1,0.33243095874786377,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-26-11-33,1,0.20457401871681213,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-26-12-30,1,0.16873295605182648,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-26-12-31,1,0.16448698937892914,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-26-12-32,1,0.21599692106246948,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-26-12-33,1,0.1652548462152481,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-26-13-30,1,0.1148131936788559,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-26-13-31,1,0.16871090233325958,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-26-14-30,1,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-26-14-31,1,0.16014647483825684,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-26-14-32,1,0.36894530057907104,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-26-14-33,1,0.25012901425361633,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-26-15-30,1,0.0719265416264534,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-26-15-31,1,0.40070033073425293,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-26-15-32,1,0.6259623765945435,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-26-15-33,1,0.46992334723472595,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-26-15-34,1,0.40451285243034363,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-26-15-35,1,0.2609683871269226,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-26-16-36,1,0.40062469244003296,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-27-6-38,1,0.4712187349796295,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-27-6-39,1,0.5065759420394897,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-27-6-40,1,0.36412084102630615,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-27-6-41,1,0.275020569562912,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-27-7-37,1,0.6754109859466553,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-27-7-38,1,0.5594497919082642,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-27-7-39,1,0.5295387506484985,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-27-7-40,1,0.40162429213523865,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-27-7-41,1,0.32011961936950684,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-27-7-42,1,0.39099445939064026,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-27-8-35,1,0.31547942757606506,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-27-8-36,1,0.5705922245979309,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-27-8-37,1,0.6303098797798157,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-27-8-38,1,0.6263735294342041,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-27-8-39,1,0.4886624217033386,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-27-8-41,1,0.24767132103443146,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-27-8-42,1,0.3113497197628021,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-27-9-32,1,0.1893928050994873,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-27-9-33,1,0.23716391623020172,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-27-9-34,1,0.36084920167922974,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-27-9-35,1,0.3431970775127411,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-27-9-36,1,0.24446415901184082,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-27-9-37,1,0.3780090808868408,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-27-9-38,1,0.5122193098068237,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
S1-27-9-39,1,0.35139673948287964,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
S1-27-9-41,1,0.26274383068084717,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
S1-27-10-31,1,0.16398651897907257,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-27-10-32,1,0.18449530005455017,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-27-10-33,1,0.22804418206214905,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-27-10-34,1,0.33212539553642273,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-27-10-35,1,0.28192138671875,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-27-10-37,1,0.21362385153770447,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-27-10-38,1,0.3442228138446808,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
S1-27-11-31,1,0.18866217136383057,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-27-11-32,1,0.19162531197071075,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-27-11-33,1,0.1663544923067093,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-27-12-31,1,0.1279403567314148,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-27-13-30,1,0.13552844524383545,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-27-13-31,1,0.12272664904594421,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-27-14-30,1,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-27-14-31,1,0.1254090815782547,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-27-14-32,1,0.19926413893699646,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-27-14-33,1,0.18098720908164978,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-27-15-30,1,0.1528805047273636,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-27-15-31,1,0.25180238485336304,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-27-15-32,1,0.4254623353481293,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-27-15-33,1,0.24211233854293823,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-27-15-34,1,0.33126333355903625,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-27-15-35,1,0.3853268027305603,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-27-16-34,1,0.5698599815368652,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-27-16-35,1,0.6259126663208008,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-27-16-36,1,0.48655828833580017,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-28-5-40,1,0.23938262462615967,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-28-5-41,1,0.5069065690040588,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-28-6-37,1,0.7193440198898315,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-28-6-38,1,0.6736864447593689,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-28-6-39,1,0.6307660937309265,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-28-6-40,1,0.4168687164783478,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-28-6-41,1,0.6210077404975891,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-28-7-37,1,0.7724120616912842,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-28-7-38,1,0.6804434061050415,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-28-7-39,1,0.4952090084552765,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-28-7-41,1,0.42061397433280945,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-28-7-42,1,0.5574775338172913,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-28-8-37,1,0.6988121271133423,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-28-8-38,1,0.5867300629615784,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-28-8-41,1,0.3199678361415863,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
S1-28-8-42,1,0.5178336501121521,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-28-9-35,1,0.5284537076950073,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-28-9-36,1,0.5004060864448547,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-28-9-37,1,0.626324474811554,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-28-9-38,1,0.6001515984535217,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-28-9-39,1,0.2665565013885498,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-28-9-41,1,0.3438761234283447,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
S1-28-10-31,1,0.3803808391094208,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-28-10-32,1,0.3153727352619171,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-28-10-33,1,0.24651901423931122,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-28-10-34,1,0.4686199724674225,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-28-10-35,1,0.5269141793251038,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-28-10-36,1,0.5032028555870056,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-28-10-37,1,0.5109696984291077,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-28-10-38,1,0.5711866021156311,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
S1-28-10-41,1,0.2751539647579193,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
S1-28-11-31,1,0.3023284673690796,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-28-11-32,1,0.3214074969291687,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-28-11-33,1,0.40397876501083374,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-28-11-34,1,0.45504671335220337,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-28-11-35,1,0.5079370737075806,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-28-11-36,1,0.6365573406219482,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-28-11-37,1,0.6240903735160828,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
S1-28-11-38,1,0.5162904262542725,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
S1-28-12-31,1,0.1841834932565689,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-28-12-32,1,0.2256665825843811,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-28-12-33,1,0.30802246928215027,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-28-12-34,1,0.3245529234409332,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-28-12-35,1,0.47883811593055725,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-28-12-36,1,0.7187073230743408,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-28-12-37,1,0.7749353051185608,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
S1-28-12-38,1,0.4772413969039917,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
S1-28-13-30,1,0.17772531509399414,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-28-13-31,1,0.2013801783323288,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-28-13-35,1,0.35045695304870605,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-28-13-36,1,0.5243607759475708,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
S1-28-13-37,1,0.5945940017700195,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
S1-28-14-30,1,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-28-14-31,1,0.11731841415166855,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-28-15-30,1,0.20096127688884735,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-28-15-31,1,0.21148642897605896,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-28-15-32,1,0.2846251428127289,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-28-15-33,1,0.17803505063056946,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-28-15-34,1,0.2010956108570099,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-28-15-35,1,0.21761859953403473,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-28-16-33,1,0.35150495171546936,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-28-16-34,1,0.43036291003227234,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-28-16-35,1,0.4971076250076294,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-28-16-36,1,0.4748842120170593,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-28-16-37,1,0.4574981927871704,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-28-17-36,1,0.6631495356559753,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S1-29-5-38,1,0.4753898084163666,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-29-5-39,1,0.3153982162475586,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-29-5-40,1,0.4389256536960602,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-29-5-41,1,0.6248147487640381,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-29-5-42,1,0.24452604353427887,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-29-5-43,1,0.07288650423288345,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S1-29-6-35,1,0.30041977763175964,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-29-6-36,1,0.6068373918533325,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-29-6-37,1,0.6503759622573853,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-29-6-38,1,0.6630467176437378,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-29-6-39,1,0.5467247366905212,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-29-6-40,1,0.5722121000289917,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
S1-29-6-41,1,0.713408887386322,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
S1-29-6-42,1,0.3613751232624054,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
